0,0,28,73
0,1,27,74
0,2,26,75
0,3,25,76
0,4,24,77
0,5,23,78
0,6,22,79
0,7,21,80
0,8,20,81
0,9,19,82
0,10,18,83
0,11,17,84
0,12,16,85
0,13,15,86
0,14,14,87
0,15,13,88
0,16,12,89
0,17,11,90
0,18,10,91
0,19,10,92
0,20,10,93
0,21,10,94
0,22,10,95
0,23,10,96
0,24,10,97
0,25,10,98
0,26,10,99
0,27,10,100
0,28,10,101
0,29,10,102
0,30,10,103
0,31,10,104
0,32,10,105
0,33,10,106
0,34,10,107
0,35,10,108
0,36,10,109
0,37,10,110
0,38,10,111
0,39,10,112
0,40,10,113
0,41,10,114
0,42,10,115
0,43,10,116
0,44,10,117
0,45,10,118
0,46,10,118
0,47,10,118
0,48,10,118
0,49,10,118
1,0,46,19
1,1,46,17
1,2,46,15
1,3,46,13
1,4,46,11
1,5,46,10
1,6,46,10
1,7,46,10
1,8,46,10
1,9,46,10
1,10,46,10
1,11,46,10
1,12,46,10
1,13,46,10
1,14,46,10
1,15,46,10
1,16,46,10
1,17,46,10
1,18,46,10
1,19,46,10
1,20,46,10
1,21,46,10
1,22,46,10
1,23,46,10
1,24,46,10
1,25,46,10
1,26,46,10
1,27,46,10
1,28,46,10
1,29,46,10
1,30,46,10
1,31,46,10
1,32,46,10
1,33,46,10
1,34,46,10
1,35,46,10
1,36,46,10
1,37,46,10
1,38,46,10
1,39,46,10
1,40,46,10
1,41,46,10
1,42,46,10
1,43,46,10
1,44,46,10
1,45,46,10
1,46,46,10
1,47,46,10
1,48,46,10
1,49,46,10
2,0,57,71
2,1,57,72
2,2,57,73
2,3,57,74
2,4,57,75
2,5,57,76
2,6,57,77
2,7,57,78
2,8,57,79
2,9,57,80
2,10,57,81
2,11,57,82
2,12,57,83
2,13,57,84
2,14,57,85
2,15,57,86
2,16,57,87
2,17,57,88
2,18,57,89
2,19,57,90
2,20,57,91
2,21,57,92
2,22,57,93
2,23,57,94
2,24,57,95
2,25,57,96
2,26,57,97
2,27,57,98
2,28,57,99
2,29,57,100
2,30,57,101
2,31,57,102
2,32,57,103
2,33,57,104
2,34,57,105
2,35,57,106
2,36,57,107
2,37,57,108
2,38,57,109
2,39,57,110
2,40,57,111
2,41,57,112
2,42,57,113
2,43,57,114
2,44,57,115
2,45,57,116
2,46,57,117
2,47,57,118
2,48,57,118
2,49,57,118
3,0,58,61
3,1,60,61
3,2,62,61
3,3,64,61
3,4,66,61
3,5,68,61
3,6,70,61
3,7,72,61
3,8,74,61
3,9,76,61
3,10,78,61
3,11,80,61
3,12,82,61
3,13,84,61
3,14,86,61
3,15,88,61
3,16,90,61
3,17,92,61
3,18,94,61
3,19,96,61
3,20,98,61
3,21,100,61
3,22,102,61
3,23,104,61
3,24,106,61
3,25,108,61
3,26,110,61
3,27,112,61
3,28,114,61
3,29,116,61
3,30,118,61
3,31,118,61
3,32,118,61
3,33,118,61
3,34,118,61
3,35,118,61
3,36,118,61
3,37,118,61
3,38,118,61
3,39,118,61
3,40,118,61
3,41,118,61
3,42,118,61
3,43,118,61
3,44,118,61
3,45,118,61
3,46,118,61
3,47,118,61
3,48,118,61
3,49,118,61
4,0,45,30
4,1,44,32
4,2,43,34
4,3,42,36
4,4,41,38
4,5,40,40
4,6,39,42
4,7,38,44
4,8,37,46
4,9,36,48
4,10,35,50
4,11,34,52
4,12,33,54
4,13,32,56
4,14,31,58
4,15,30,60
4,16,29,62
4,17,28,64
4,18,27,66
4,19,26,68
4,20,25,70
4,21,24,72
4,22,23,74
4,23,22,76
4,24,21,78
4,25,20,80
4,26,19,82
4,27,18,84
4,28,17,86
4,29,16,88
4,30,15,90
4,31,14,92
4,32,13,94
4,33,12,96
4,34,11,98
4,35,10,100
4,36,10,102
4,37,10,104
4,38,10,106
4,39,10,108
4,40,10,110
4,41,10,112
4,42,10,114
4,43,10,116
4,44,10,118
4,45,10,118
4,46,10,118
4,47,10,118
4,48,10,118
4,49,10,118
